input_identifier,resolved_identifier,record_type,name,latitude_dd,longitude_dd,country,state,city,source_dataset,nasr_cycle_date,appears_in,source_url,notes
RAYVO,RAYVO,Fix / reporting point / waypoint,,33.64558888,-80.0669,US,SC,,FIX,2026-06-11,FAA-mined route text,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,"chartTypes=CONTROLLER HIGH,ENROUTE HIGH"
RBL,RBL,Airport / landing facility,RED BLUFF MUNI,40.15030555,-122.25219444,US,CA,RED BLUFF,APT,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,
RBL,RBL,Navigation aid,RED BLUFF,40.09890972,-122.23635038,US,CA,RED BLUFF,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VORTAC; status=OPERATIONAL_RESTRICTED
RBV,RBV,Navigation aid,ROBBINSVILLE,40.20240208,-74.49502611,US,NJ,ROBBINSVILLE,NAV,2026-06-11,FAA-mined route text,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VORTAC; status=OPERATIONAL_IFR
RDU,RDU,Airport / landing facility,RALEIGH-DURHAM INTL,35.87763888,-78.78747222,US,NC,RALEIGH/DURHAM,APT,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,
RDU,RDU,Navigation aid,RALEIGH/DURHAM,35.87252113,-78.78334211,US,NC,RALEIGH/DURHAM,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VORTAC; status=OPERATIONAL_IFR
ROBUC,ROBUC,Fix / reporting point / waypoint,,41.67891944,-71.58511666,US,RI,,FIX,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,"chartTypes=CONTROLLER,STAR"
ROKKT,ROKKT,Fix / reporting point / waypoint,,30.62651111,-81.07401944,US,OA,,FIX,2026-06-11,FAA-mined route text,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,"chartTypes=CONTROLLER HIGH,ENROUTE HIGH,STAR"
ROYCO,ROYCO,Fix / reporting point / waypoint,,31.58621666,-81.03956944,US,GA,,FIX,2026-06-11,FAA-mined route text,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,"chartTypes=CONTROLLER HIGH,ENROUTE HIGH"
RRONS,RRONS,Fix / reporting point / waypoint,,42.68369722,-82.74949444,US,MI,,FIX,2026-06-11,FAA-mined route text,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,"chartTypes=CONTROLLER HIGH,ENROUTE HIGH"
RZS,RZS,Navigation aid,SAN MARCUS,34.50953197,-119.77098813,US,CA,SANTA BARBARA,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VORTAC; status=OPERATIONAL_RESTRICTED
SAC,SAC,Airport / landing facility,SACRAMENTO EXEC,38.51286138,-121.49330111,US,CA,SACRAMENTO,APT,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,
SAC,SAC,Navigation aid,SACRAMENTO,38.4437393,-121.55165286,US,CA,SACRAMENTO,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VORTAC; status=OPERATIONAL_RESTRICTED
SAC,SAC,Navigation aid,SACRAMENTO EXECUTIVE,38.50972222,-121.49444444,US,CA,SACRAMENTO,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VOT; status=OPERATIONAL_IFR
SAN,SAN,Airport / landing facility,SAN DIEGO INTL,32.73356277,-117.18966333,US,CA,SAN DIEGO,APT,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,
SAN,SAN,Navigation aid,MOUNT SOLEDAD,32.83976944,-117.25281388,US,CA,SAN DIEGO,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VOT; status=OPERATIONAL_IFR
SARAA,SARAA,Fix / reporting point / waypoint,,40.439325,-75.88786111,US,PA,,FIX,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,"chartTypes=CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,STAR"
SAWED,SAWED,Fix / reporting point / waypoint,,37.53353611,-75.85808333,US,VA,,FIX,2026-06-11,FAA-mined route text,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,"chartTypes=CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH"
SBV,SBV,Navigation aid,SOUTH BOSTON,36.67503858,-79.01449916,US,VA,SOUTH BOSTON,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VORTAC; status=OPERATIONAL_IFR
SBY,SBY,Airport / landing facility,SALISBURY-OCEAN CITY WICOMICO RGNL,38.34018944,-75.50947805,US,MD,SALISBURY,APT,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,
SBY,SBY,Navigation aid,SALISBURY,38.34500558,-75.51057427,US,MD,SALISBURY,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=TACAN; status=OPERATIONAL_RESTRICTED
SCOOB,SCOOB,Fix / reporting point / waypoint,,37.59222222,-76.63027777,US,VA,,FIX,2026-06-11,FAA-mined route text,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,"chartTypes=CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,SID"
SEA,SEA,Airport / landing facility,SEATTLE-TACOMA INTL,47.44988888,-122.31177777,US,WA,SEATTLE,APT,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,
SEA,SEA,Navigation aid,SEATTLE,47.43537316,-122.30961611,US,WA,SEATTLE,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VORTAC; status=OPERATIONAL_RESTRICTED
SEA,SEA,Navigation aid,SEATTLE-TACOMA,47.45555555,-122.30138888,US,WA,SEATTLE,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VOT; status=OPERATIONAL_IFR
SEAVU,SEAVU,Fix / reporting point / waypoint,,33.97241388,-117.48848611,US,CA,,FIX,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,"chartTypes=IAP,STAR"
SERFR,SERFR,Fix / reporting point / waypoint,,36.06830555,-121.36466388,US,CA,,FIX,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,"chartTypes=CONTROLLER HIGH,ENROUTE HIGH,STAR"
SEY,SEY,Navigation aid,SANDY POINT,41.16743611,-71.57608611,US,RI,BLOCK ISLAND,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VOR/DME; status=OPERATIONAL_RESTRICTED
SFO,SFO,Airport / landing facility,SAN FRANCISCO INTL,37.61880555,-122.37541666,US,CA,SAN FRANCISCO,APT,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,
SFO,SFO,Navigation aid,SAN FRANCISCO,37.61948513,-122.37389347,US,CA,SAN FRANCISCO,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VOR/DME; status=OPERATIONAL_RESTRICTED
SFO,SFO,Navigation aid,SAN FRANCISCO,37.62031583,-122.3656463,US,CA,SAN FRANCISCO,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VOT; status=OPERATIONAL_IFR
SGF,SGF,Airport / landing facility,SPRINGFIELD-BRANSON NTL,37.24566138,-93.38862694,US,MO,SPRINGFIELD,APT,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,
SGF,SGF,Navigation aid,SPRINGFIELD,37.35594713,-93.33404452,US,MO,SPRINGFIELD,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VORTAC; status=OPERATIONAL_RESTRICTED
SIE,SIE,Navigation aid,SEA ISLE,39.095509,-74.80034394,US,NJ,SEA ISLE,NAV,2026-06-11,FAA-mined route text,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VORTAC; status=OPERATIONAL_RESTRICTED
SITTH,SITTH,Fix / reporting point / waypoint,,33.19051111,-83.82254166,US,GA,,FIX,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,"chartTypes=CONTROLLER,ENROUTE HIGH,ENROUTE LOW,STAR"
SITTR,SITTR,Fix / reporting point / waypoint,,37.78031388,-81.12325,US,WV,,FIX,2026-06-11,FAA-mined route text,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,"chartTypes=CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,SID,STAR"
SJC,SJC,Airport / landing facility,NORMAN Y MINETA SAN JOSE INTL,37.36299472,-121.92862055,US,CA,SAN JOSE,APT,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,
SJC,SJC,Navigation aid,SAN JOSE,37.37471216,-121.94466858,US,CA,SAN JOSE,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VOR/DME; status=OPERATIONAL_RESTRICTED
SJN,SJN,Airport / landing facility,ST JOHNS INDUSTRIAL AIR PARK,34.51855555,-109.37875,US,AZ,ST JOHNS,APT,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,
SJN,SJN,Navigation aid,ST JOHNS,34.42404166,-109.14353055,US,AZ,ST JOHNS,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VORTAC; status=OPERATIONAL_RESTRICTED
SLOJO,SLOJO,Fix / reporting point / waypoint,,34.64619722,-80.65711944,US,SC,,FIX,2026-06-11,FAA-mined route text,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,"chartTypes=CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH"
SLT,SLT,Navigation aid,SLATE RUN,41.51275944,-77.97010972,US,PA,SLATE RUN,NAV,2026-06-11,FAA-mined route text,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VORTAC; status=OPERATIONAL_IFR
SMITZ,SMITZ,Fix / reporting point / waypoint,,34.409375,-87.47896666,US,AL,,FIX,2026-06-11,FAA-mined route text,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,"chartTypes=CONTROLLER LOW,ENROUTE LOW"
SNY,SNY,Airport / landing facility,SIDNEY MUNI/LLOYD W CARR FLD,41.09976083,-102.98499305,US,NE,SIDNEY,APT,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,
SNY,SNY,Navigation aid,SIDNEY,41.09668241,-102.98299272,US,NE,SIDNEY,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VOR/DME; status=OPERATIONAL_RESTRICTED
SPA,SPA,Airport / landing facility,SPARTANBURG DOWNTOWN MEML/SIMPSON FLD,34.91640527,-81.95577083,US,SC,SPARTANBURG,APT,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,
SPA,SPA,Navigation aid,SPARTANBURG,35.03362588,-81.92701,US,SC,SPARTANBURG,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VORTAC; status=OPERATIONAL_RESTRICTED
SQS,SQS,Navigation aid,SIDON,33.46384936,-90.27735055,US,MS,SIDON,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VORTAC; status=OPERATIONAL_RESTRICTED
STINS,STINS,Fix / reporting point / waypoint,,37.82367777,-122.75668333,US,CA,,FIX,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,"chartTypes=AREA,CONTROLLER LOW,ENROUTE LOW,IAP,SID,STAR"
STL,STL,Airport / landing facility,ST LOUIS LAMBERT INTL,38.74869822,-90.37002572,US,MO,ST LOUIS,APT,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,
STL,STL,Navigation aid,ST LOUIS,38.8607233,-90.48234888,US,MO,ST LOUIS,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VORTAC; status=OPERATIONAL_RESTRICTED
STL,STL,Navigation aid,ST LOUIS LAMBERT,38.74326025,-90.36600158,US,MO,ST LOUIS,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VOT; status=OPERATIONAL_IFR
STOEN,STOEN,Fix / reporting point / waypoint,,39.83820555,-75.79858888,US,PA,,FIX,2026-06-11,FAA-mined route text,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,"chartTypes=CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,SID"
STORZ,STORZ,Fix / reporting point / waypoint,,46.23288611,-105.21452777,US,MT,,FIX,2026-06-11,FAA-mined route text,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,"chartTypes=CONTROLLER HIGH,ENROUTE HIGH"
STV,STV,Navigation aid,STONEWALL,30.20675944,-98.70575527,US,TX,STONEWALL,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VORTAC; status=OPERATIONAL_RESTRICTED
SUTTN,SUTTN,Fix / reporting point / waypoint,,33.50578055,-92.364775,US,AR,,FIX,2026-06-11,FAA-mined route text,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,"chartTypes=CONTROLLER,ENROUTE HIGH"
TAY,TAY,Navigation aid,TAYLOR,30.50463777,-82.55290333,US,FL,TAYLOR,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=TACAN; status=OPERATIONAL_IFR
TEBEE,TEBEE,Fix / reporting point / waypoint,,39.50388055,-75.32699722,US,NJ,,FIX,2026-06-11,FAA-mined route text,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,"chartTypes=AREA,CONTROLLER LOW,ENROUTE LOW,SID,STAR"
TEEEM,TEEEM,Fix / reporting point / waypoint,,32.14477777,-81.91404722,US,GA,,FIX,2026-06-11,FAA-mined route text,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,"chartTypes=CONTROLLER HIGH,ENROUTE HIGH"
TEESY,TEESY,Fix / reporting point / waypoint,,41.42110833,-80.11182222,US,PA,,FIX,2026-06-11,FAA-mined route text,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,"chartTypes=CONTROLLER HIGH,ENROUTE HIGH"
TEUFL,TEUFL,Fix / reporting point / waypoint,,31.86679444,-82.01793333,US,GA,,FIX,2026-06-11,FAA-mined route text,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,"chartTypes=CONTROLLER HIGH,ENROUTE HIGH"
THHMP,THHMP,Fix / reporting point / waypoint,,37.49151944,-77.31909722,US,VA,,FIX,2026-06-11,FAA-mined route text,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,"chartTypes=CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,MILITARY STAR,SID,STAR"
TPA,TPA,Airport / landing facility,TAMPA INTL,27.97546944,-82.5332475,US,FL,TAMPA,APT,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,
TRPOD,TRPOD,Fix / reporting point / waypoint,,38.33898055,-75.53384722,US,MD,,FIX,2026-06-11,FAA-mined route text,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,"chartTypes=CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,IAP,SECTIONAL,STAR"
TUL,TUL,Airport / landing facility,TULSA INTL,36.19839333,-95.88810527,US,OK,TULSA,APT,2026-06-11,Original user route list + FAA-mined route text,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,
TUL,TUL,Navigation aid,TULSA,36.19625341,-95.78809038,US,OK,TULSA,NAV,2026-06-11,Original user route list + FAA-mined route text,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VORTAC; status=OPERATIONAL_IFR
TUL,TUL,Navigation aid,TULSA INTL,36.20009444,-95.88360277,US,OK,TULSA,NAV,2026-06-11,Original user route list + FAA-mined route text,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VOT; status=OPERATIONAL_IFR
TUS,TUS,Airport / landing facility,TUCSON INTL,32.11707027,-110.9414625,US,AZ,TUCSON,APT,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,
TUS,TUS,Navigation aid,TUCSON,32.09520266,-110.91485502,US,AZ,TUCSON,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VORTAC; status=OPERATIONAL_RESTRICTED
TYI,TYI,Navigation aid,TAR RIVER,35.97672361,-77.70373166,US,NC,ROCKY MOUNT,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VORTAC; status=OPERATIONAL_RESTRICTED
VAD,VAD,Airport / landing facility,MOODY AFB,30.96870277,-83.19296666,US,GA,VALDOSTA,APT,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,
VAD,VAD,Navigation aid,MOODY,30.96008333,-83.19345277,US,GA,VALDOSTA,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=TACAN; status=OPERATIONAL_RESTRICTED
VHP,VHP,Navigation aid,BRICKYARD,39.81472905,-86.36749977,US,IN,INDIANAPOLIS,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VORTAC; status=OPERATIONAL_RESTRICTED
VIO,VIO,Navigation aid,VICTORY,42.78671727,-85.49707277,US,MI,GRAND RAPIDS,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VOR/DME; status=OPERATIONAL_RESTRICTED
VIYAP,VIYAP,Fix / reporting point / waypoint,,31.25226388,-81.43560555,US,GA,,FIX,2026-06-11,FAA-mined route text,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,"chartTypes=CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,SID"
VTU,VTU,Navigation aid,VENTURA,34.11506461,-119.04949866,US,CA,OXNARD,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VOR/DME; status=OPERATIONAL_RESTRICTED
VUZ,VUZ,Navigation aid,VULCAN,33.67013233,-86.89983716,US,AL,BIRMINGHAM,NAV,2026-06-11,FAA-mined route text,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VORTAC; status=OPERATIONAL_RESTRICTED
WATSN,WATSN,Fix / reporting point / waypoint,,41.28345277,-86.03533611,US,IN,,FIX,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,"chartTypes=CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,STAR"
WAVER,WAVER,Fix / reporting point / waypoint,,30.11822222,-98.34405555,US,TX,,FIX,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,chartTypes=ENROUTE HIGH
WAVES,WAVES,Fix / reporting point / waypoint,,37.58709444,-77.44778611,US,VA,,FIX,2026-06-11,FAA-mined route text,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,"chartTypes=CONTROLLER LOW,ENROUTE LOW,SECTIONAL,STAR"
WEVEL,WEVEL,Fix / reporting point / waypoint,,41.25032222,-78.45807777,US,PA,,FIX,2026-06-11,FAA-mined route text,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,"chartTypes=CONTROLLER HIGH,ENROUTE HIGH"
WHITE,WHITE,Fix / reporting point / waypoint,,40.00675555,-74.25128055,US,NJ,,FIX,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,"chartTypes=CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,SECTIONAL,SID,SPECIAL IAP"
WHYYT,WHYYT,Fix / reporting point / waypoint,,31.01260277,-82.25560277,US,GA,,FIX,2026-06-11,FAA-mined route text,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,"chartTypes=CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,STAR"
WLKES,WLKES,Fix / reporting point / waypoint,,41.27293611,-75.68933333,US,PA,,FIX,2026-06-11,FAA-mined route text,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,"chartTypes=CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,SECTIONAL,STAR"
WOONS,WOONS,Fix / reporting point / waypoint,,41.950575,-71.50703888,US,RI,,FIX,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,"chartTypes=AREA,CONTROLLER LOW,ENROUTE LOW,IAP,SECTIONAL,STAR"
WURFL,WURFL,Fix / reporting point / waypoint,,32.52960833,-81.01890833,US,SC,,FIX,2026-06-11,FAA-mined route text,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,"chartTypes=CONTROLLER HIGH,ENROUTE HIGH"
WWSHR,WWSHR,Fix / reporting point / waypoint,,41.34280277,-82.0516,US,OH,,FIX,2026-06-11,FAA-mined route text,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,"chartTypes=CONTROLLER HIGH,ENROUTE HIGH,SID,STAR"
YURCK,YURCK,Fix / reporting point / waypoint,,34.18744444,-78.87795,US,NC,,FIX,2026-06-11,FAA-mined route text,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,"chartTypes=CONTROLLER HIGH,ENROUTE HIGH"
YYZ,CYYZ,Airport / landing facility,LESTER B PEARSON INTL,43.67722222,-79.63055555,CA,,TORONTO,APT,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,Airport alias match for YYZ -> CYYZ
YYZ,YYZ,Navigation aid,TORONTO,43.65802041,-79.6314313,CA,,TORONTO,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VOR/DME; status=OPERATIONAL_IFR
ZZIPR,ZZIPR,Fix / reporting point / waypoint,,43.18583333,-91.65916666,US,IA,,FIX,2026-06-11,FAA-mined route text,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,"chartTypes=ENROUTE HIGH,ENROUTE LOW,STAR"
